line_and_segment,year,longitude,latitude,height_m,total_field_anomaly_nt
FL-66-1,1958,-1.61941,53.67568,358,49
FL-66-1,1958,-1.61646,53.67563,355,45
FL-67-1,1958,-2.87862,53.69128,323,-50
FL-67-1,1958,-2.8422,53.69168,335,-54
FL-67-1,1958,-2.8121,53.69171,340,-60
FL-67-1,1958,-2.71477,53.69236,371,-78
FL-67-1,1958,-2.70382,53.69243,382,-78
FL-67-1,1958,-2.64131,53.69277,560,-84
FL-67-1,1958,-2.6343,53.69292,588,-85
FL-67-1,1958,-2.60631,53.69289,566,-87
FL-67-1,1958,-2.56096,53.69298,504,-86
FL-67-1,1958,-2.46107,53.69348,510,-78
FL-67-1,1958,-2.43181,53.69358,557,-68
FL-67-1,1958,-2.407,53.69377,582,-71
FL-67-1,1958,-2.37686,53.69399,613,-64
FL-67-1,1958,-2.32675,53.69417,516,-52
FL-67-1,1958,-2.31214,53.69426,526,-46
FL-67-1,1958,-2.29755,53.69389,516,-36
FL-67-1,1958,-2.28788,53.69388,552,-31
FL-67-1,1958,-2.27868,53.69401,576,-25
FL-67-1,1958,-2.26785,53.69408,576,-15
FL-67-1,1958,-2.25217,53.69421,561,-6
FL-67-1,1958,-2.23504,53.69451,572,1
FL-67-1,1958,-2.22083,53.69494,583,5
FL-67-1,1958,-2.19269,53.69557,615,25
FL-67-1,1958,-2.17595,53.69535,665,37
FL-67-1,1958,-2.16041,53.69533,702,47
FL-67-1,1958,-2.14207,53.69592,662,53
FL-67-1,1958,-2.11239,53.69547,561,44
FL-67-1,1958,-2.10321,53.69526,546,34
FL-67-1,1958,-2.09567,53.695,565,24
FL-67-1,1958,-2.06943,53.69464,634,16
FL-67-1,1958,-2.02677,53.69486,657,9
FL-67-1,1958,-2.00799,53.69479,609,9
FL-67-1,1958,-1.99488,53.69508,584,5
FL-67-1,1958,-1.94832,53.69493,475,-4
FL-67-1,1958,-1.93536,53.69511,423,-5
FL-67-1,1958,-1.90258,53.69544,531,-7
FL-67-1,1958,-1.86608,53.69531,397,-13
FL-67-1,1958,-1.82648,53.69526,386,-13
FL-67-1,1958,-1.78983,53.69516,400,0
FL-67-1,1958,-1.78195,53.69515,391,6
FL-67-1,1958,-1.74767,53.69526,370,10
FL-67-1,1958,-1.68058,53.69442,404,30
FL-67-1,1958,-1.66877,53.69434,396,39
FL-67-1,1958,-1.65847,53.69459,396,40
FL-67-1,1958,-1.64582,53.69482,397,44
FL-67-1,1958,-1.6081,53.69555,404,52
FL-67-1,1958,-1.60461,53.69563,409,60
FL-67-1,1958,-1.60258,53.69558,412,69
FL-68-1,1958,-3.14413,53.70683,305,-67
FL-68-1,1958,-3.04968,53.70599,305,-61
FL-68-1,1958,-2.98849,53.70785,305,-51
FL-68-1,1958,-2.97511,53.70808,305,-50
FL-68-1,1958,-2.95579,53.70847,305,-51
FL-68-1,1958,-2.82366,53.70866,342,-60
FL-68-1,1958,-2.79779,53.70823,345,-68
FL-68-1,1958,-2.79075,53.70814,349,-66
FL-68-1,1958,-2.77923,53.70842,354,-70
FL-68-1,1958,-2.76081,53.70917,357,-73
FL-68-1,1958,-2.71859,53.7103,378,-79
FL-68-1,1958,-2.67224,53.71062,492,-84
FL-68-1,1958,-2.65361,53.71056,536,-86
FL-68-1,1958,-2.64308,53.7106,560,-85
FL-68-1,1958,-2.63778,53.71051,561,-83
FL-68-1,1958,-2.60587,53.70975,530,-90
FL-68-1,1958,-2.58809,53.70959,436,-93
FL-68-1,1958,-2.57999,53.70984,442,-89
FL-68-1,1958,-2.54473,53.71091,438,-93
FL-68-1,1958,-2.54363,53.71083,437,-93
FL-68-1,1958,-2.52742,53.71096,458,-88
FL-68-1,1958,-2.49381,53.71108,506,-94
FL-68-1,1958,-2.4707,53.71094,458,-88
FL-68-1,1958,-2.46511,53.7109,466,-80
FL-68-1,1958,-2.45189,53.71134,478,-76
FL-68-1,1958,-2.44122,53.71112,500,-74
FL-68-1,1958,-2.41722,53.71067,589,-65
FL-68-1,1958,-2.40119,53.71044,641,-60
FL-68-1,1958,-2.3941,53.71065,638,-61
FL-68-1,1958,-2.36181,53.71134,597,-55
FL-68-1,1958,-2.35288,53.71125,586,-51
FL-68-1,1958,-2.33129,53.71135,550,-50
FL-68-1,1958,-2.32857,53.71142,543,-46
FL-68-1,1958,-2.3269,53.7113,541,-39
FL-68-1,1958,-2.32173,53.71137,568,-44
FL-68-1,1958,-2.29293,53.71124,565,-36
FL-68-1,1958,-2.27317,53.71129,560,-16
FL-68-1,1958,-2.2595,53.71139,577,-5
FL-68-1,1958,-2.25404,53.71149,574,4
FL-68-1,1958,-2.24918,53.71144,576,5
FL-68-1,1958,-2.23734,53.71168,602,15
FL-68-1,1958,-2.21807,53.71197,663,26
FL-68-1,1958,-2.20953,53.71205,646,30
FL-68-1,1958,-2.20392,53.71214,639,30
FL-68-1,1958,-2.19153,53.71248,636,46
FL-68-1,1958,-2.1903,53.71252,638,47
FL-68-1,1958,-2.18399,53.71242,661,46
FL-68-1,1958,-2.17608,53.71252,688,52
FL-68-1,1958,-2.13542,53.71171,586,45
FL-68-1,1958,-2.12088,53.71183,560,34
FL-68-1,1958,-2.10671,53.71169,530,23
FL-68-1,1958,-2.1031,53.71173,520,20
FL-68-1,1958,-2.09802,53.71163,514,23
FL-68-1,1958,-2.09175,53.71177,525,28
FL-68-1,1958,-2.08822,53.71172,531,23
FL-68-1,1958,-2.08285,53.71186,530,15
FL-68-1,1958,-2.07819,53.71188,520,18
FL-68-1,1958,-2.07478,53.71202,512,13
FL-68-1,1958,-2.03443,53.71237,653,7
FL-68-1,1958,-1.99557,53.71067,473,4
FL-68-1,1958,-1.96558,53.71161,596,4
FL-68-1,1958,-1.95029,53.71137,489,0
FL-68-1,1958,-1.94178,53.71155,452,1
FL-68-1,1958,-1.93165,53.71142,426,5
FL-68-1,1958,-1.92447,53.71141,421,1
FL-68-1,1958,-1.83346,53.71226,506,-4
FL-68-1,1958,-1.81656,53.71224,479,2
FL-68-1,1958,-1.80126,53.71226,434,7
FL-68-1,1958,-1.79277,53.71229,408,3
FL-68-1,1958,-1.77126,53.71238,403,10
FL-68-1,1958,-1.72991,53.71234,439,21
FL-68-1,1958,-1.71453,53.71213,422,23
FL-68-1,1958,-1.69159,53.71189,391,28
FL-68-1,1958,-1.68583,53.71183,392,23
FL-68-1,1958,-1.68394,53.71182,392,24
FL-68-1,1958,-1.68174,53.71177,392,21
FL-68-1,1958,-1.67613,53.7118,394,30
FL-68-1,1958,-1.67492,53.71175,396,33
FL-68-1,1958,-1.66863,53.71169,413,37
FL-68-1,1958,-1.66439,53.71164,425,35
FL-68-1,1958,-1.6553,53.71161,425,40
FL-68-1,1958,-1.60469,53.71253,418,40
FL-69-1,1958,-2.82278,53.72825,312,-61
FL-69-1,1958,-2.76548,53.72767,342,-70
FL-69-1,1958,-2.71492,53.72802,387,-79
FL-69-1,1958,-2.69737,53.72826,413,-84
FL-69-1,1958,-2.64833,53.72873,454,-88
FL-69-1,1958,-2.60622,53.7281,464,-91
FL-69-1,1958,-2.58577,53.72891,420,-91
FL-69-1,1958,-2.54717,53.72989,400,-93
FL-69-1,1958,-2.52304,53.72955,408,-89
FL-69-1,1958,-2.51626,53.72924,429,-82
FL-69-1,1958,-2.50941,53.72913,450,-85
FL-69-1,1958,-2.50003,53.72919,444,-80
FL-69-1,1958,-2.48508,53.72933,446,-82
FL-69-1,1958,-2.45943,53.72949,484,-77
FL-69-1,1958,-2.40884,53.73045,514,-67
FL-69-1,1958,-2.36666,53.72999,557,-56
FL-69-1,1958,-2.34343,53.72985,546,-48
FL-69-1,1958,-2.33012,53.72995,570,-48
FL-69-1,1958,-2.32186,53.73015,599,-45
FL-69-1,1958,-2.3049,53.72989,616,-39
FL-69-1,1958,-2.29334,53.72992,588,-35
FL-69-1,1958,-2.2778,53.72966,591,-25
FL-69-1,1958,-2.2595,53.72985,615,-15
FL-69-1,1958,-2.24574,53.73007,603,-5
FL-69-1,1958,-2.23187,53.73008,616,5
FL-69-1,1958,-2.22517,53.72986,640,14
FL-69-1,1958,-2.21545,53.72972,669,16
FL-69-1,1958,-2.20373,53.72955,691,27
FL-69-1,1958,-2.18791,53.7293,679,31
FL-69-1,1958,-2.17461,53.72955,698,37
FL-69-1,1958,-2.16296,53.72983,671,35
FL-69-1,1958,-2.16014,53.72998,662,36
FL-69-1,1958,-2.1581,53.73003,655,39
FL-69-1,1958,-2.14947,53.73013,628,35
FL-69-1,1958,-2.14938,53.73019,627,35
FL-69-1,1958,-2.14617,53.73003,618,32
FL-69-1,1958,-2.14327,53.73011,617,37
FL-69-1,1958,-2.1375,53.73004,619,32
FL-69-1,1958,-2.13057,53.73004,621,25
FL-69-1,1958,-2.11756,53.73002,592,14
FL-69-1,1958,-2.11261,53.72996,594,10
FL-69-1,1958,-2.10196,53.72945,613,9
FL-69-1,1958,-2.08618,53.72851,619,5
FL-69-1,1958,-2.03439,53.72915,582,-4
FL-69-1,1958,-2.01259,53.73017,557,-2
FL-69-1,1958,-1.99082,53.73002,397,-4
FL-69-1,1958,-1.98138,53.73001,423,1
FL-69-1,1958,-1.96392,53.73013,426,-6
FL-69-1,1958,-1.95935,53.73003,427,-3
FL-69-1,1958,-1.95015,53.73019,424,-6
FL-69-1,1958,-1.94398,53.73009,441,-5
FL-69-1,1958,-1.78879,53.72955,429,10
FL-69-1,1958,-1.75807,53.72998,465,21
FL-69-1,1958,-1.72831,53.73007,422,24
FL-69-1,1958,-1.70312,53.7301,407,30
FL-69-1,1958,-1.67006,53.73023,418,38
FL-69-1,1958,-1.66785,53.7303,416,40
FL-69-1,1958,-1.64599,53.7305,421,40
FL-69-1,1958,-1.60601,53.73037,448,30
FL-70-1,1958,-3.1438,53.74721,305,-51
FL-70-1,1958,-3.12395,53.74587,305,-75
FL-70-1,1958,-3.06692,53.74628,305,-72
FL-70-1,1958,-3.04899,53.74654,305,-73
FL-70-1,1958,-3.01231,53.74548,314,-68
FL-70-1,1958,-2.95617,53.74616,322,-61
FL-70-1,1958,-2.92141,53.74767,321,-56
FL-70-1,1958,-2.88638,53.74476,322,-55
FL-70-1,1958,-2.82959,53.74538,331,-61
FL-70-1,1958,-2.7363,53.74608,365,-71
FL-70-1,1958,-2.71929,53.74621,367,-77
FL-70-1,1958,-2.69323,53.74641,380,-80
FL-70-1,1958,-2.68504,53.74643,386,-82
FL-70-1,1958,-2.6468,53.74648,410,-89
FL-70-1,1958,-2.6274,53.74651,445,-87
FL-70-1,1958,-2.60204,53.74635,382,-90
FL-70-1,1958,-2.596,53.74644,370,-89
FL-70-1,1958,-2.59415,53.74645,372,-90
FL-70-1,1958,-2.56536,53.74657,395,-91
FL-70-1,1958,-2.51666,53.74684,449,-88
FL-70-1,1958,-2.50715,53.74661,440,-87
FL-70-1,1958,-2.44171,53.74728,474,-69
FL-70-1,1958,-2.43187,53.74735,474,-71
FL-70-1,1958,-2.42589,53.74733,468,-69
FL-70-1,1958,-2.41986,53.74731,462,-70
FL-70-1,1958,-2.40635,53.74754,448,-65
FL-70-1,1958,-2.39704,53.74777,449,-58
FL-70-1,1958,-2.39493,53.74733,451,-56
FL-70-1,1958,-2.39077,53.74727,454,-55
FL-70-1,1958,-2.35119,53.74635,509,-48
FL-70-1,1958,-2.34693,53.74625,515,-47
FL-70-1,1958,-2.29449,53.74711,633,-35
FL-70-1,1958,-2.27109,53.74717,616,-25
FL-70-1,1958,-2.24518,53.7479,639,-15
FL-70-1,1958,-2.21402,53.74768,650,-5
FL-70-1,1958,-2.19702,53.74745,621,5
FL-70-1,1958,-2.19089,53.74741,610,7
FL-70-1,1958,-2.1717,53.7471,615,14
FL-70-1,1958,-2.14212,53.74712,654,5
FL-70-1,1958,-2.10728,53.74777,718,-3
FL-70-1,1958,-2.0498,53.748,599,-10
FL-70-1,1958,-1.9903,53.74843,701,-4
FL-70-1,1958,-1.97045,53.74807,652,-5
FL-70-1,1958,-1.9562,53.74761,588,-8
FL-70-1,1958,-1.95211,53.74761,576,-7
FL-70-1,1958,-1.93813,53.74732,559,-2
FL-70-1,1958,-1.92506,53.74719,594,-1
FL-70-1,1958,-1.85839,53.7468,506,1
FL-70-1,1958,-1.85554,53.7469,507,2
FL-70-1,1958,-1.84327,53.74679,537,6
FL-70-1,1958,-1.82915,53.74679,562,7
FL-70-1,1958,-1.81689,53.74714,552,10
FL-70-1,1958,-1.80311,53.74747,526,12
FL-70-1,1958,-1.78803,53.74759,502,19
FL-70-1,1958,-1.77568,53.7478,486,19
FL-70-1,1958,-1.71572,53.74737,437,40
FL-70-1,1958,-1.68961,53.74739,468,45
FL-70-1,1958,-1.67449,53.74785,475,44
FL-70-1,1958,-1.66078,53.74801,475,41
FL-70-1,1958,-1.63456,53.74773,473,31
FL-70-1,1958,-1.63107,53.74767,471,30
FL-70-1,1958,-1.62504,53.74774,464,45
FL-70-1,1958,-1.61857,53.74766,455,25
FL-70-1,1958,-1.61463,53.74757,451,24
FL-70-1,1958,-1.60881,53.74754,449,20
FL-71-1,1958,-3.01145,53.76265,319,-71
FL-71-1,1958,-2.92359,53.76459,328,-61
FL-71-1,1958,-2.85382,53.76513,331,-58
FL-71-1,1958,-2.79721,53.76611,324,-61
FL-71-1,1958,-2.74341,53.76661,331,-71
FL-71-1,1958,-2.68487,53.76638,348,-79
FL-71-1,1958,-2.67788,53.76648,350,-77
FL-71-1,1958,-2.66122,53.76679,343,-81
FL-71-1,1958,-2.54728,53.76758,425,-86
FL-71-1,1958,-2.45765,53.76777,471,-78
FL-71-1,1958,-2.42189,53.76728,450,-69
FL-71-1,1958,-2.29018,53.76705,549,-37
FL-71-1,1958,-2.25365,53.76752,588,-26
FL-71-1,1958,-2.22335,53.76775,532,-17
FL-71-1,1958,-2.21355,53.76809,499,-18
FL-71-1,1958,-2.1996,53.76817,503,-17
FL-71-1,1958,-2.18651,53.7682,554,-13
FL-71-1,1958,-2.12783,53.76764,747,-13
FL-71-1,1958,-2.08308,53.76713,665,-17
FL-71-1,1958,-1.93045,53.7677,685,-5
FL-71-1,1958,-1.90053,53.76755,590,1
FL-71-1,1958,-1.87932,53.76724,619,4
FL-71-1,1958,-1.84021,53.76601,621,14
FL-71-1,1958,-1.83517,53.76552,622,13
FL-71-1,1958,-1.8257,53.76528,621,14
FL-71-1,1958,-1.79284,53.76542,552,22
FL-71-1,1958,-1.76046,53.76773,495,31
FL-71-1,1958,-1.7308,53.76818,494,41
FL-71-1,1958,-1.70409,53.76826,498,46
FL-71-1,1958,-1.68382,53.7689,472,40
FL-71-1,1958,-1.67903,53.76858,473,39
FL-71-1,1958,-1.66782,53.76842,457,40
FL-71-1,1958,-1.62587,53.76778,433,29
FL-72-1,1958,-3.1179,53.7792,305,-80
FL-72-1,1958,-3.1158,53.77908,305,-82
FL-72-1,1958,-3.11465,53.77902,305,-83
FL-72-1,1958,-3.11188,53.77889,305,-82
FL-72-1,1958,-3.1081,53.77865,305,-81
FL-72-1,1958,-3.10086,53.77817,305,-82
FL-72-1,1958,-3.09767,53.77803,305,-83
FL-72-1,1958,-3.09422,53.7778,305,-82
FL-72-1,1958,-3.09046,53.77756,305,-80
FL-72-1,1958,-3.08695,53.77732,305,-80
FL-72-1,1958,-3.08242,53.7771,305,-82
FL-72-1,1958,-3.01219,53.77969,315,-72
FL-72-1,1958,-2.96112,53.78009,320,-65
FL-72-1,1958,-2.92219,53.78,329,-61
FL-72-1,1958,-2.87357,53.78092,325,-58
FL-72-1,1958,-2.86085,53.78112,325,-59
FL-72-1,1958,-2.8262,53.78196,325,-59
FL-72-1,1958,-2.82125,53.78213,325,-61
FL-72-1,1958,-2.80984,53.78209,326,-65
FL-72-1,1958,-2.79299,53.78206,330,-61
FL-72-1,1958,-2.79093,53.78204,330,-60
FL-72-1,1958,-2.78413,53.78207,330,-61
FL-72-1,1958,-2.72006,53.78152,331,-71
FL-72-1,1958,-2.66131,53.78193,344,-79
FL-72-1,1958,-2.6373,53.78304,341,-61
FL-72-1,1958,-2.62897,53.78342,342,-71
FL-72-1,1958,-2.54857,53.78444,365,-84
FL-72-1,1958,-2.47368,53.78333,466,-79
FL-72-1,1958,-2.43969,53.78349,499,-74
FL-72-1,1958,-2.4207,53.78357,468,-74
FL-72-1,1958,-2.40316,53.78363,429,-69
FL-72-1,1958,-2.39032,53.78404,395,-63
FL-72-1,1958,-2.38182,53.78424,397,-67
FL-72-1,1958,-2.34969,53.78495,414,-60
FL-72-1,1958,-2.33737,53.78516,419,-58
FL-72-1,1958,-2.31738,53.78556,425,-53
FL-72-1,1958,-2.26645,53.78627,455,-37
FL-72-1,1958,-2.25396,53.78616,453,-29
FL-72-1,1958,-2.24254,53.78591,447,-23
FL-72-1,1958,-2.20595,53.7858,483,-29
FL-72-1,1958,-2.17989,53.78589,553,-25
FL-72-1,1958,-2.09086,53.78577,619,-31
FL-72-1,1958,-2.05812,53.7855,617,-27
FL-72-1,1958,-2.03047,53.78477,672,-25
FL-72-1,1958,-2.00271,53.78495,660,-20
FL-72-1,1958,-2.00084,53.78516,670,-20
FL-72-1,1958,-1.9787,53.78565,725,-18
FL-72-1,1958,-1.96722,53.78526,717,-14
FL-72-1,1958,-1.94803,53.7845,720,-10
FL-72-1,1958,-1.93607,53.78428,724,-10
FL-72-1,1958,-1.88812,53.78397,637,4
FL-72-1,1958,-1.84886,53.78664,538,12
FL-72-1,1958,-1.69425,53.78355,453,35
FL-72-1,1958,-1.66102,53.784,431,38
FL-72-1,1958,-1.63219,53.78443,417,29
FL-72-1,1958,-1.60216,53.78455,381,19
FL-73-1,1958,-2.97849,53.7988,320,-65
FL-73-1,1958,-2.97167,53.79885,323,-66
FL-73-1,1958,-2.8591,53.79909,325,-55
FL-73-1,1958,-2.80775,53.80005,327,-62
FL-73-1,1958,-2.69897,53.80056,353,-71
FL-73-1,1958,-2.63919,53.80069,370,-79
FL-73-1,1958,-2.62568,53.8007,372,-80
FL-73-1,1958,-2.38555,53.80163,381,-72
FL-73-1,1958,-2.37985,53.80174,383,-73
FL-73-1,1958,-2.36888,53.80228,388,-71
FL-73-1,1958,-2.35728,53.80259,394,-68
FL-73-1,1958,-2.30016,53.80242,409,-60
FL-73-1,1958,-2.25252,53.80213,416,-50
FL-73-1,1958,-2.22112,53.80269,462,-41
FL-73-1,1958,-2.20768,53.80271,486,-42
FL-73-1,1958,-2.1835,53.80274,528,-38
FL-73-1,1958,-2.17113,53.80264,557,-39
FL-73-1,1958,-2.16883,53.80275,564,-37
FL-73-1,1958,-2.16321,53.8026,582,-36
FL-73-1,1958,-2.1334,53.8022,681,-37
FL-73-1,1958,-2.09752,53.80256,724,-34
FL-73-1,1958,-1.99799,53.80378,700,-25
FL-73-1,1958,-1.94989,53.80425,606,-17
FL-73-1,1958,-1.91211,53.80272,637,-6
FL-73-1,1958,-1.83955,53.80129,539,12
FL-73-1,1958,-1.69235,53.80186,471,33
FL-73-1,1958,-1.68919,53.80172,469,35
FL-74-1,1958,-3.17974,53.81887,305,-78
FL-74-1,1958,-3.12427,53.81761,305,-76
FL-74-1,1958,-3.10884,53.81717,305,-82
FL-74-1,1958,-3.09653,53.81637,305,-84
FL-74-1,1958,-3.09517,53.81625,305,-82
FL-74-2,1958,-3.00875,53.81405,325,-72
FL-74-2,1958,-3.00505,53.81399,325,-66
FL-74-2,1958,-2.9998,53.81385,325,-72
FL-74-2,1958,-2.99488,53.81376,325,-80
FL-74-2,1958,-2.97529,53.81352,319,-72
FL-74-2,1958,-2.92754,53.81304,330,-62
FL-74-2,1958,-2.8657,53.81547,325,-55
FL-74-2,1958,-2.84487,53.81718,325,-56
FL-74-2,1958,-2.82166,53.81841,325,-53
FL-74-2,1958,-2.75377,53.81807,330,-62
FL-74-2,1958,-2.68296,53.818,358,-71
FL-74-2,1958,-2.67222,53.81793,365,-74
FL-74-2,1958,-2.65678,53.81777,377,-73
FL-74-2,1958,-2.62721,53.81795,382,-79
FL-74-2,1958,-2.61982,53.81811,387,-77
FL-74-2,1958,-2.49436,53.8187,355,-79
FL-74-2,1958,-2.45624,53.81919,362,-76
FL-74-2,1958,-2.33472,53.81941,488,-69
FL-74-2,1958,-2.29325,53.81925,459,-63
FL-74-2,1958,-2.2584,53.81942,434,-60
FL-74-2,1958,-2.20787,53.82002,533,-49
FL-74-2,1958,-2.19142,53.82025,520,-50
FL-74-2,1958,-2.0145,53.82016,641,-36
FL-74-2,1958,-1.96774,53.81977,571,-28
FL-74-2,1958,-1.90829,53.81932,554,-8
FL-74-2,1958,-1.89553,53.81953,529,-2
FL-74-2,1958,-1.84595,53.81985,539,13
FL-74-2,1958,-1.81282,53.8199,501,21
FL-74-2,1958,-1.80185,53.81975,488,25
FL-74-2,1958,-1.69805,53.81977,450,33
FL-74-2,1958,-1.65187,53.81969,378,38
FL-74-2,1958,-1.64953,53.81969,379,30
FL-74-2,1958,-1.60506,53.81954,366,30
FL-75-1,1958,-3.00262,53.83468,325,-62
FL-75-1,1958,-2.86764,53.83577,323,-52
FL-75-1,1958,-2.83241,53.83592,325,-51
FL-75-1,1958,-2.81305,53.83618,324,-52
FL-75-1,1958,-2.71955,53.8365,347,-62
FL-75-1,1958,-2.62284,53.83735,411,-71
FL-75-1,1958,-2.51359,53.83769,436,-77
FL-75-1,1958,-2.49651,53.83779,424,-75
FL-75-1,1958,-2.4256,53.83812,355,-79
FL-75-1,1958,-2.40833,53.83822,375,-71
FL-75-1,1958,-2.40339,53.83811,383,-69
FL-75-1,1958,-2.38215,53.83821,454,-70
FL-75-1,1958,-2.37284,53.83804,501,-73
FL-75-1,1958,-2.29831,53.83796,570,-67
FL-75-1,1958,-2.24608,53.83826,484,-64
FL-75-1,1958,-2.18292,53.84007,520,-59
FL-75-1,1958,-2.06372,53.83934,670,-46
